,Radiation,Temperature,Pressure,Humidity,WindDirection(Degrees),Speed,month,daylight_minutes,hour_sin,hour_cos
2558,1.23,50,30.43,100,132.83,4.5,9,730.0,0.0,1.0
2559,1.25,50,30.43,100,127.0,5.62,9,730.0,0.0,1.0
2560,1.23,50,30.43,100,144.84,2.25,9,730.0,0.0,1.0
2561,1.24,50,30.43,100,161.8,6.75,9,730.0,0.0,1.0
2562,1.23,50,30.43,100,146.62,3.37,9,730.0,0.0,1.0
2563,1.23,50,30.43,99,120.88,7.87,9,730.0,0.0,1.0
2564,1.23,50,30.43,99,154.51,3.37,9,730.0,0.0,1.0
2565,1.24,50,30.43,99,136.24,3.37,9,730.0,0.0,1.0
2566,1.22,50,30.43,99,69.83,2.25,9,730.0,0.0,1.0
2567,1.22,50,30.42,98,138.15,3.37,9,730.0,0.0,1.0
2568,1.27,49,30.42,99,125.42,5.62,9,730.0,0.0,1.0
2569,1.25,49,30.42,99,125.94,4.5,9,730.0,0.0,1.0
2570,1.23,48,30.42,99,170.03,5.62,9,730.0,0.0,1.0
2571,1.2,48,30.42,100,108.94,3.37,9,730.0,0.0,1.0
2572,1.21,48,30.42,101,150.82,3.37,9,730.0,0.0,1.0
2573,1.23,49,30.42,101,146.55,6.75,9,730.0,0.0,1.0
2574,1.22,49,30.42,101,140.39,6.75,9,730.0,0.0,1.0
2575,1.23,49,30.42,101,67.84,3.37,9,730.0,0.0,1.0
2576,1.27,49,30.42,101,74.91,3.37,9,730.0,0.0,1.0
2577,1.25,50,30.41,101,79.33,4.5,9,730.0,0.0,1.0
2578,1.24,50,30.41,101,161.93,2.25,9,730.0,0.0,1.0
2579,1.23,50,30.41,101,99.63,4.5,9,730.0,0.0,1.0
2580,1.23,50,30.41,101,17.74,7.87,9,730.0,0.0,1.0
2581,1.22,50,30.41,101,55.65,5.62,9,730.0,0.0,1.0
2582,1.2,50,30.41,101,95.46,1.12,9,730.0,0.0,1.0
2583,1.25,50,30.4,101,30.31,5.62,9,730.0,0.0,1.0
2584,1.2,50,30.4,101,102.21,4.5,9,730.0,0.0,1.0
2585,1.24,51,30.4,101,56.35,3.37,9,730.0,0.0,1.0
2586,1.22,51,30.4,101,29.77,5.62,9,730.0,0.0,1.0
2587,1.25,51,30.4,101,26.08,3.37,9,730.0,0.0,1.0
2588,1.21,51,30.39,101,80.65,3.37,9,730.0,0.0,1.0
2589,1.24,51,30.39,101,75.22,5.62,9,730.0,0.0,1.0
2590,1.2,51,30.4,101,68.76,3.37,9,730.0,0.0,1.0
2591,1.21,51,30.39,101,82.89,3.37,9,730.0,0.0,1.0
2592,1.22,51,30.39,101,93.17,2.25,9,730.0,0.0,1.0
2593,1.23,51,30.39,101,115.62,3.37,9,730.0,0.0,1.0
2594,1.21,51,30.39,101,116.11,2.25,9,730.0,0.0,1.0
2595,1.23,51,30.39,101,120.8,3.37,9,730.0,0.0,1.0
2596,1.23,50,30.39,101,124.25,3.37,9,730.0,0.0,1.0
2597,1.2,50,30.39,100,126.55,3.37,9,730.0,0.0,1.0
2598,1.29,50,30.39,100,108.78,2.25,9,730.0,0.0,1.0
2599,2.12,50,30.39,100,67.57,2.25,9,730.0,0.0,1.0
2600,3.43,50,30.39,100,89.52,3.37,9,730.0,0.0,1.0
2601,4.94,50,30.39,100,58.31,1.12,9,730.0,0.0,1.0
2602,7.33,50,30.39,100,59.22,2.25,9,730.0,0.0,1.0
2603,12.67,50,30.39,99,67.14,4.5,9,730.0,0.0,1.0
2604,15.42,50,30.38,99,72.17,1.12,9,730.0,0.0,1.0
2605,26.22,51,30.38,99,80.59,5.62,9,730.0,0.0,1.0
2606,34.62,51,30.38,99,86.49,2.25,9,730.0,0.0,1.0
2607,34.05,52,30.38,99,60.41,4.5,9,730.0,0.0,1.0
2608,30.18,52,30.38,99,56.76,5.62,9,730.0,0.0,1.0
2609,50.32,53,30.38,99,27.71,5.62,9,730.0,0.0,1.0
2610,52.4,53,30.38,98,41.06,3.37,9,730.0,0.0,1.0
2611,57.32,53,30.38,98,38.82,4.5,9,730.0,0.0,1.0
2612,68.11,54,30.38,97,47.21,3.37,9,730.0,0.0,1.0
2613,57.5,54,30.38,97,27.56,2.25,9,730.0,0.0,1.0
2614,184.28,55,30.38,97,27.12,4.5,9,730.0,0.0,1.0
2615,107.21,55,30.38,96,10.23,3.37,9,730.0,0.0,1.0
2616,110.11,55,30.38,96,9.65,4.5,9,730.0,0.0,1.0
2617,166.69,55,30.38,95,13.5,0.0,9,730.0,0.0,1.0
2618,130.4,55,30.38,95,44.52,4.5,9,730.0,0.0,1.0
2619,241.97,55,30.38,95,0.18,3.37,9,730.0,0.0,1.0
2620,132.49,55,30.38,94,11.34,4.5,9,730.0,0.0,1.0
2621,177.91,56,30.38,95,13.35,3.37,9,730.0,0.0,1.0
2622,237.93,56,30.38,95,5.47,2.25,9,730.0,0.0,1.0
2623,164.84,56,30.38,95,36.77,4.5,9,730.0,0.0,1.0
2624,268.57,56,30.38,94,39.63,2.25,9,730.0,0.0,1.0
2625,280.79,56,30.38,93,15.88,3.37,9,730.0,0.0,1.0
2626,210.43,56,30.38,92,28.04,4.5,9,730.0,0.0,1.0
2627,223.6,57,30.38,92,44.5,7.87,9,730.0,0.0,1.0
2628,297.21,57,30.38,92,47.99,3.37,9,730.0,0.0,1.0
2629,220.15,57,30.38,92,16.25,6.75,9,730.0,0.0,1.0
2630,285.57,57,30.38,90,0.12,5.62,9,730.0,0.0,1.0
2631,268.67,58,30.38,89,12.68,6.75,9,730.0,0.0,1.0
2632,216.44,59,30.38,86,0.1,4.5,9,730.0,0.0,1.0
2633,273.77,60,30.38,85,1.09,6.75,9,730.0,0.0,1.0
2634,589.2,60,30.38,84,6.42,6.75,9,730.0,0.0,1.0
2635,286.34,60,30.38,84,336.48,5.62,9,730.0,0.0,1.0
2636,491.22,60,30.38,85,22.08,3.37,9,730.0,0.0,1.0
2637,776.62,60,30.38,86,346.95,5.62,9,730.0,0.0,1.0
2638,682.9,59,30.38,87,353.5,7.87,9,730.0,0.0,1.0
2639,954.04,59,30.38,87,49.84,5.62,9,730.0,0.0,1.0
2640,770.72,59,30.38,85,0.1,5.62,9,730.0,0.0,1.0
2641,493.91,60,30.38,84,43.62,5.62,9,730.0,0.0,1.0
2642,592.09,60,30.38,84,0.59,9.0,9,730.0,0.0,1.0
2643,639.36,60,30.38,82,68.43,4.5,9,730.0,0.0,1.0
2644,463.87,61,30.38,81,7.84,6.75,9,730.0,0.0,1.0
2645,788.95,61,30.38,81,0.12,9.0,9,730.0,0.0,1.0
2646,925.68,62,30.38,79,33.82,6.75,9,730.0,0.0,1.0
2647,941.99,62,30.38,79,359.92,4.5,9,730.0,0.0,1.0
2648,729.71,62,30.38,78,12.25,5.62,9,730.0,0.0,1.0
2649,923.62,63,30.39,75,2.21,7.87,9,730.0,0.0,1.0
2650,926.79,63,30.39,75,87.23,7.87,9,730.0,0.0,1.0
2651,941.52,63,30.39,75,51.44,5.62,9,730.0,0.0,1.0
2652,945.49,63,30.38,73,38.76,4.5,9,730.0,0.0,1.0
2653,952.75,62,30.39,71,43.45,3.37,9,730.0,0.0,1.0
2654,962.15,62,30.39,69,33.57,4.5,9,730.0,0.0,1.0
2655,974.01,63,30.39,70,43.86,5.62,9,730.0,0.0,1.0
2656,984.53,62,30.39,65,40.11,2.25,9,730.0,0.0,1.0
2657,992.55,63,30.39,66,357.95,7.87,9,730.0,0.0,1.0
2658,1001.0,62,30.39,61,128.05,5.62,9,730.0,0.0,1.0
2659,1004.2,63,30.39,66,0.11,10.12,9,730.0,0.0,1.0
2660,1014.38,64,30.39,66,1.23,2.25,9,730.0,0.0,1.0
2661,1018.39,63,30.39,64,336.14,9.0,9,730.0,0.0,1.0
2662,1023.27,63,30.4,61,336.45,7.87,9,730.0,0.0,1.0
2663,1031.24,64,30.4,59,11.2,7.87,9,730.0,0.0,1.0
2664,1039.15,65,30.4,57,2.26,5.62,9,730.0,0.0,1.0
2665,1041.37,65,30.4,57,8.03,10.12,9,730.0,0.0,1.0
2666,1044.98,64,30.4,58,42.07,9.0,9,730.0,0.0,1.0
2667,1050.7,64,30.4,52,0.18,7.87,9,730.0,0.0,1.0
2668,1054.22,63,30.4,43,0.12,4.5,9,730.0,0.0,1.0
2669,1059.67,63,30.41,39,1.66,6.75,9,730.0,0.0,1.0
2670,1060.99,62,30.41,54,22.13,3.37,9,730.0,0.0,1.0
2671,1059.81,62,30.41,65,7.21,6.75,9,730.0,0.0,1.0
2672,1062.79,63,30.41,62,42.29,10.12,9,730.0,0.0,1.0
2673,1060.78,63,30.41,65,8.9,6.75,9,730.0,0.0,1.0
2674,1061.81,63,30.41,61,36.06,10.12,9,730.0,0.0,1.0
2675,1058.71,63,30.41,60,47.89,4.5,9,730.0,0.0,1.0
2676,1058.63,64,30.41,55,1.79,7.87,9,730.0,0.0,1.0
2677,1061.11,63,30.42,52,24.46,4.5,9,730.0,0.0,1.0
2678,1052.74,63,30.42,60,51.61,4.5,9,730.0,0.0,1.0
2679,1039.39,63,30.42,56,43.39,3.37,9,730.0,0.0,1.0
2680,1050.03,63,30.42,56,4.46,5.62,9,730.0,0.0,1.0
2681,1040.3,63,30.42,54,76.29,3.37,9,730.0,0.0,1.0
2682,1027.01,63,30.42,52,0.38,3.37,9,730.0,0.0,1.0
2683,1032.22,62,30.42,53,68.62,2.25,9,730.0,0.0,1.0
2684,1019.08,62,30.42,63,27.07,5.62,9,730.0,0.0,1.0
2685,968.89,62,30.42,64,46.66,4.5,9,730.0,0.0,1.0
2686,1000.34,62,30.42,61,31.67,9.0,9,730.0,0.0,1.0
2687,990.28,62,30.42,60,350.45,5.62,9,730.0,0.0,1.0
2688,971.9,62,30.43,66,29.87,4.5,9,730.0,0.0,1.0
2689,955.31,62,30.42,63,36.73,5.62,9,730.0,0.0,1.0
2690,912.79,62,30.43,59,21.35,5.62,9,730.0,0.0,1.0
2691,919.72,62,30.42,56,18.97,5.62,9,730.0,0.0,1.0
2692,910.65,61,30.43,60,9.3,3.37,9,730.0,0.0,1.0
2693,936.29,61,30.43,66,13.18,7.87,9,730.0,0.0,1.0
2694,910.84,61,30.43,65,0.11,6.75,9,730.0,0.0,1.0
2695,908.89,62,30.43,65,41.84,7.87,9,730.0,0.0,1.0
2696,905.59,62,30.43,63,359.9,7.87,9,730.0,0.0,1.0
2697,889.67,62,30.43,62,2.73,4.5,9,730.0,0.0,1.0
2698,883.87,62,30.43,56,13.05,7.87,9,730.0,0.0,1.0
2699,876.5,62,30.42,55,0.11,3.37,9,730.0,0.0,1.0
2700,866.43,61,30.42,58,63.04,3.37,9,730.0,0.0,1.0
2701,852.06,61,30.42,65,61.86,3.37,9,730.0,0.0,1.0
2702,836.46,60,30.42,68,358.22,2.25,9,730.0,0.0,1.0
2703,820.78,60,30.42,70,98.81,6.75,9,730.0,0.0,1.0
2704,805.36,60,30.42,71,33.02,3.37,9,730.0,0.0,1.0
2705,789.1,60,30.42,67,60.35,5.62,9,730.0,0.0,1.0
2706,774.98,60,30.42,66,48.85,2.25,9,730.0,0.0,1.0
2707,754.75,60,30.42,67,3.51,5.62,9,730.0,0.0,1.0
2708,738.22,61,30.42,62,18.01,4.5,9,730.0,0.0,1.0
2709,723.37,61,30.42,61,46.83,5.62,9,730.0,0.0,1.0
2710,705.11,61,30.42,57,46.24,6.75,9,730.0,0.0,1.0
2711,686.7,62,30.42,56,46.17,4.5,9,730.0,0.0,1.0
2712,669.63,62,30.42,52,66.69,7.87,9,730.0,0.0,1.0
2713,651.49,62,30.42,25,45.38,3.37,9,730.0,0.0,1.0
2714,632.19,61,30.42,28,93.32,4.5,9,730.0,0.0,1.0
2715,614.34,61,30.42,37,51.33,1.12,9,730.0,0.0,1.0
2716,594.28,60,30.42,37,91.09,1.12,9,730.0,0.0,1.0
2717,574.04,60,30.42,38,47.31,4.5,9,730.0,0.0,1.0
2718,552.68,60,30.42,36,18.88,5.62,9,730.0,0.0,1.0
2719,533.02,60,30.42,45,30.89,2.25,9,730.0,0.0,1.0
2720,512.65,60,30.42,51,108.34,5.62,9,730.0,0.0,1.0
2721,493.02,59,30.42,39,77.1,3.37,9,730.0,0.0,1.0
2722,471.33,58,30.41,43,126.51,3.37,9,730.0,0.0,1.0
2723,449.72,57,30.41,50,104.02,1.12,9,730.0,0.0,1.0
2724,427.38,57,30.41,54,80.83,3.37,9,730.0,0.0,1.0
2725,406.8,57,30.41,57,149.07,4.5,9,730.0,0.0,1.0
2726,384.72,57,30.41,53,52.77,4.5,9,730.0,0.0,1.0
2727,364.76,57,30.41,46,42.35,5.62,9,730.0,0.0,1.0
2728,342.5,56,30.41,32,88.36,3.37,9,730.0,0.0,1.0
2729,318.62,55,30.4,34,48.89,1.12,9,730.0,0.0,1.0
2730,293.32,53,30.4,41,118.46,2.25,9,730.0,0.0,1.0
2731,264.57,52,30.4,43,135.77,2.25,9,730.0,0.0,1.0
2732,236.08,51,30.4,50,103.05,3.37,9,730.0,0.0,1.0
2733,206.52,50,30.4,56,133.49,4.5,9,730.0,0.0,1.0
2734,178.38,49,30.4,61,147.51,3.37,9,730.0,0.0,1.0
2735,21.67,48,30.4,50,96.41,6.75,9,730.0,0.0,1.0
2736,20.37,48,30.4,47,123.31,3.37,9,730.0,0.0,1.0
2737,19.41,47,30.4,50,106.48,4.5,9,730.0,0.0,1.0
2738,18.24,46,30.4,44,122.5,4.5,9,730.0,0.0,1.0
2739,17.03,46,30.4,40,168.28,4.5,9,730.0,0.0,1.0
2740,15.62,46,30.4,41,160.47,4.5,9,730.0,0.0,1.0
2741,13.64,46,30.4,41,172.93,6.75,9,730.0,0.0,1.0
2742,11.88,46,30.4,42,171.14,5.62,9,730.0,0.0,1.0
2743,9.94,47,30.4,40,139.37,3.37,9,730.0,0.0,1.0
2744,7.92,47,30.4,39,152.66,3.37,9,730.0,0.0,1.0
2745,5.8,47,30.4,39,159.52,5.62,9,730.0,0.0,1.0
2746,3.58,48,30.4,34,111.67,3.37,9,730.0,0.0,1.0
2747,1.98,48,30.39,32,103.18,2.25,9,730.0,0.0,1.0
2748,1.25,48,30.39,33,160.22,6.75,9,730.0,0.0,1.0
2749,1.23,47,30.39,32,166.02,5.62,9,730.0,0.0,1.0
2750,1.26,47,30.39,34,153.85,4.5,9,730.0,0.0,1.0
2751,1.21,47,30.39,34,169.95,5.62,9,730.0,0.0,1.0
2752,1.22,47,30.39,32,177.53,6.75,9,730.0,0.0,1.0
2753,1.21,47,30.39,33,174.66,6.75,9,730.0,0.0,1.0
2754,1.19,47,30.39,33,189.03,9.0,9,730.0,0.0,1.0
2755,1.22,47,30.39,34,173.26,6.75,9,730.0,0.0,1.0
2756,1.23,47,30.39,33,174.45,6.75,9,730.0,0.0,1.0
2757,1.26,47,30.39,33,161.19,5.62,9,730.0,0.0,1.0
2758,1.24,48,30.39,31,163.47,6.75,9,730.0,0.0,1.0
2759,1.19,47,30.39,31,174.29,5.62,9,730.0,0.0,1.0
2760,1.21,47,30.39,32,190.4,5.62,9,730.0,0.0,1.0
2761,1.22,47,30.39,32,187.6,6.75,9,730.0,0.0,1.0
2762,1.22,47,30.39,33,188.43,7.87,9,730.0,0.0,1.0
2763,1.2,48,30.39,33,185.93,6.75,9,730.0,0.0,1.0
2764,1.21,47,30.39,33,183.04,7.87,9,730.0,0.0,1.0
2765,1.25,47,30.39,32,178.37,7.87,9,730.0,0.0,1.0
2766,1.25,47,30.39,32,181.37,5.62,9,730.0,0.0,1.0
2767,1.24,47,30.39,34,167.37,6.75,9,730.0,0.0,1.0
2768,1.22,47,30.39,34,182.15,9.0,9,730.0,0.0,1.0
2769,1.22,46,30.39,34,170.53,9.0,9,730.0,0.0,1.0
2770,1.24,46,30.39,35,176.39,6.75,9,730.0,0.0,1.0
2771,1.22,46,30.39,35,174.2,6.75,9,730.0,0.0,1.0
2772,1.25,46,30.39,35,181.4,6.75,9,730.0,0.0,1.0
2773,1.23,47,30.39,35,176.0,7.87,9,730.0,0.0,1.0
2774,1.21,47,30.39,34,186.19,7.87,9,730.0,0.0,1.0
2775,1.28,47,30.39,33,175.78,5.62,9,730.0,0.0,1.0
2776,1.25,47,30.39,33,177.07,5.62,9,730.0,0.0,1.0
2777,1.22,47,30.39,32,160.82,5.62,9,730.0,0.0,1.0
2778,1.23,47,30.39,31,171.21,5.62,9,730.0,0.0,1.0
2779,1.25,47,30.39,34,156.94,5.62,9,730.0,0.0,1.0
2780,1.24,47,30.39,35,168.64,6.75,9,730.0,0.0,1.0
2781,1.21,47,30.39,35,179.76,6.75,9,730.0,0.0,1.0
2782,1.18,47,30.39,36,179.36,5.62,9,730.0,0.0,1.0
2783,1.2,47,30.4,37,183.58,7.87,9,730.0,0.0,1.0
2784,1.29,47,30.4,38,160.78,6.75,9,730.0,0.0,1.0
2785,1.23,47,30.4,37,177.52,9.0,9,730.0,0.0,1.0
2786,1.19,47,30.4,36,170.09,6.75,9,730.0,0.0,1.0
2787,1.28,47,30.4,37,181.27,5.62,9,730.0,0.0,1.0
2788,1.19,48,30.4,37,177.29,6.75,9,730.0,0.0,1.0
2789,1.25,48,30.4,39,177.76,6.75,9,730.0,0.0,1.0
2790,1.24,48,30.4,38,174.92,4.5,9,730.0,0.0,1.0
2791,1.25,48,30.4,38,168.93,3.37,9,730.0,0.0,1.0
2792,1.22,48,30.4,38,172.07,7.87,9,730.0,0.0,1.0
2793,1.28,48,30.4,40,169.34,5.62,9,730.0,0.0,1.0
2794,1.25,48,30.4,41,162.26,7.87,9,730.0,0.0,1.0
2795,1.25,48,30.41,39,165.14,5.62,9,730.0,0.0,1.0
2796,1.22,48,30.41,43,181.48,5.62,9,730.0,0.0,1.0
2797,1.23,48,30.41,45,175.38,6.75,9,730.0,0.0,1.0
2798,1.22,49,30.41,46,181.73,6.75,9,730.0,0.0,1.0
2799,1.23,49,30.41,45,175.54,5.62,9,730.0,0.0,1.0
2800,1.22,50,30.41,43,171.95,5.62,9,730.0,0.0,1.0
2801,1.24,50,30.41,44,174.16,6.75,9,730.0,0.0,1.0
2802,1.22,50,30.41,44,169.95,5.62,9,730.0,0.0,1.0
2803,1.25,50,30.41,44,155.25,5.62,9,730.0,0.0,1.0
2804,1.25,50,30.41,45,150.69,7.87,9,730.0,0.0,1.0
2805,1.22,50,30.41,45,182.22,6.75,9,730.0,0.0,1.0
2806,1.25,50,30.41,45,174.02,9.0,9,730.0,0.0,1.0
2807,1.23,50,30.41,43,150.78,10.12,9,730.0,0.0,1.0
2808,1.23,50,30.42,42,171.41,5.62,9,730.0,0.0,1.0
2809,1.23,50,30.42,41,166.69,5.62,9,730.0,0.0,1.0
2810,1.23,50,30.42,42,172.97,5.62,9,730.0,0.0,1.0
2811,1.27,50,30.42,42,174.68,5.62,9,730.0,0.0,1.0
2812,1.21,50,30.42,42,172.01,7.87,9,730.0,0.0,1.0
2813,1.19,50,30.42,39,153.41,4.5,9,730.0,0.0,1.0
2814,1.25,50,30.42,42,175.1,4.5,9,730.0,0.0,1.0
2815,1.27,50,30.43,43,157.5,6.75,9,730.0,0.0,1.0
2816,1.23,50,30.43,42,131.71,5.62,9,731.0,0.0,1.0
2817,1.28,51,30.43,42,168.67,6.75,9,731.0,0.0,1.0
2818,1.23,51,30.43,41,168.44,4.5,9,731.0,0.0,1.0
2819,1.25,51,30.43,43,150.43,6.75,9,731.0,0.0,1.0
2820,1.25,51,30.43,42,166.41,4.5,9,731.0,0.0,1.0
2821,1.24,51,30.43,41,176.54,6.75,9,731.0,0.0,1.0
2822,1.24,51,30.43,41,171.39,6.75,9,731.0,0.0,1.0
2823,1.24,51,30.43,40,164.0,5.62,9,731.0,0.0,1.0
2824,1.25,51,30.43,40,180.93,4.5,9,731.0,0.0,1.0
2825,1.26,51,30.43,40,180.07,5.62,9,731.0,0.0,1.0
2826,1.22,51,30.44,41,173.46,4.5,9,731.0,0.0,1.0
2827,1.26,51,30.43,40,180.6,4.5,9,731.0,0.0,1.0
2828,1.24,51,30.43,41,171.29,6.75,9,731.0,0.0,1.0
2829,1.24,51,30.44,40,161.69,6.75,9,731.0,0.0,1.0
2830,1.24,52,30.44,41,167.17,4.5,9,731.0,0.0,1.0
2831,1.2,52,30.44,40,158.01,9.0,9,731.0,0.0,1.0
2832,1.24,52,30.44,39,154.16,7.87,9,731.0,0.0,1.0
2833,1.27,52,30.44,41,166.38,4.5,9,731.0,0.0,1.0
2834,1.24,52,30.44,41,170.22,3.37,9,731.0,0.0,1.0
2835,1.24,52,30.44,40,156.13,5.62,9,731.0,0.0,1.0
2836,1.25,52,30.44,39,157.46,5.62,9,731.0,0.0,1.0
2837,1.26,52,30.44,39,149.13,4.5,9,731.0,0.0,1.0
2838,1.26,52,30.44,40,151.45,6.75,9,731.0,0.0,1.0
2839,1.23,52,30.44,41,172.3,4.5,9,731.0,0.0,1.0
2840,1.23,52,30.44,41,165.54,4.5,9,731.0,0.0,1.0
2841,1.28,52,30.44,41,158.99,6.75,9,731.0,0.0,1.0
2842,1.24,53,30.44,41,166.57,5.62,9,731.0,0.0,1.0
2843,1.25,53,30.44,41,174.89,5.62,9,731.0,0.0,1.0
2844,1.28,53,30.44,41,158.47,5.62,9,731.0,0.0,1.0
2845,1.27,53,30.44,41,178.26,5.62,9,731.0,0.0,1.0
2846,1.25,53,30.44,40,160.36,5.62,9,731.0,0.0,1.0
2847,1.24,54,30.44,40,146.02,4.5,9,731.0,0.0,1.0
2848,1.27,54,30.44,41,172.82,6.75,9,731.0,0.0,1.0
2849,1.25,54,30.44,41,162.37,5.62,9,731.0,0.0,1.0
2850,1.23,54,30.44,40,148.64,6.75,9,731.0,0.0,1.0
2851,1.23,54,30.44,40,159.47,5.62,9,731.0,0.0,1.0
2852,1.26,54,30.44,40,167.64,6.75,9,731.0,0.0,1.0
2853,1.25,54,30.43,40,160.43,4.5,9,731.0,0.0,1.0
2854,1.24,54,30.43,41,150.22,4.5,9,731.0,0.0,1.0
2855,1.23,54,30.43,40,166.1,4.5,9,731.0,0.0,1.0
2856,1.25,54,30.43,41,147.13,5.62,9,731.0,0.0,1.0
2857,1.24,54,30.43,42,178.35,6.75,9,731.0,0.0,1.0
2858,1.25,54,30.43,42,162.22,5.62,9,731.0,0.0,1.0
2859,1.25,54,30.43,42,162.44,7.87,9,731.0,0.0,1.0
2860,1.24,54,30.43,42,158.95,4.5,9,731.0,0.0,1.0
2861,1.26,55,30.43,42,149.05,3.37,9,731.0,0.0,1.0
2862,1.24,55,30.43,42,175.04,5.62,9,731.0,0.0,1.0
2863,1.25,55,30.43,41,156.36,5.62,9,731.0,0.0,1.0
2864,1.26,55,30.43,39,114.42,2.25,9,731.0,0.0,1.0
2865,1.27,55,30.43,41,161.21,4.5,9,731.0,0.0,1.0
2866,1.24,55,30.42,42,112.8,1.12,9,731.0,0.0,1.0
2867,1.23,55,30.42,46,149.21,2.25,9,731.0,0.0,1.0
2868,1.25,55,30.42,52,143.94,2.25,9,731.0,0.0,1.0
2869,1.22,56,30.42,59,126.31,1.12,9,731.0,0.0,1.0
2870,1.25,56,30.42,50,110.97,2.25,9,731.0,0.0,1.0
2871,1.25,56,30.42,51,109.92,2.25,9,731.0,0.0,1.0
2872,1.25,57,30.42,58,102.91,1.12,9,731.0,0.0,1.0
2873,1.27,57,30.41,40,132.15,0.0,9,731.0,0.0,1.0
2874,1.25,57,30.41,44,135.56,2.25,9,731.0,0.0,1.0
2875,1.24,57,30.41,61,133.23,3.37,9,731.0,0.0,1.0
2876,1.26,57,30.41,45,136.7,0.0,9,731.0,0.0,1.0
2877,1.28,57,30.41,66,122.55,2.25,9,731.0,0.0,1.0
2878,1.4,57,30.41,58,126.85,2.25,9,731.0,0.0,1.0
2879,2.34,57,30.41,75,116.39,2.25,9,731.0,0.0,1.0
2880,3.92,58,30.41,84,95.21,2.25,9,731.0,0.0,1.0
2881,8.57,58,30.41,83,98.26,2.25,9,731.0,0.0,1.0
2882,18.92,59,30.41,82,65.4,3.37,9,731.0,0.0,1.0
2883,24.33,59,30.41,81,49.61,4.5,9,731.0,0.0,1.0
2884,23.19,59,30.41,79,61.61,2.25,9,731.0,0.0,1.0
2885,31.38,60,30.41,77,24.9,2.25,9,731.0,0.0,1.0
2886,45.99,61,30.4,73,37.15,3.37,9,731.0,0.0,1.0
2887,83.06,61,30.4,69,49.15,2.25,9,731.0,0.0,1.0
2888,127.07,62,30.4,70,25.41,4.5,9,731.0,0.0,1.0
2889,189.05,63,30.4,69,15.33,0.0,9,731.0,0.0,1.0
2890,208.33,63,30.4,62,26.27,2.25,9,731.0,0.0,1.0
2891,235.66,63,30.4,60,41.62,2.25,9,731.0,0.0,1.0
2892,273.13,63,30.4,62,18.66,2.25,9,731.0,0.0,1.0
2893,300.75,63,30.4,64,61.47,3.37,9,731.0,0.0,1.0
2894,337.7,63,30.4,58,23.13,3.37,9,731.0,0.0,1.0
2895,369.16,62,30.4,58,33.48,1.12,9,731.0,0.0,1.0
2896,383.04,62,30.4,68,40.32,3.37,9,731.0,0.0,1.0
2897,417.93,61,30.4,71,0.31,5.62,9,731.0,0.0,1.0
2898,434.99,61,30.4,70,27.0,4.5,9,731.0,0.0,1.0
2899,361.68,61,30.4,71,34.08,1.12,9,731.0,0.0,1.0
2900,337.89,61,30.4,73,30.67,1.12,9,731.0,0.0,1.0
2901,336.18,61,30.4,73,5.31,3.37,9,731.0,0.0,1.0
2902,353.88,62,30.4,71,38.72,7.87,9,731.0,0.0,1.0
2903,289.47,62,30.4,69,359.26,4.5,9,731.0,0.0,1.0
2904,359.35,63,30.4,67,39.0,4.5,9,731.0,0.0,1.0
2905,395.69,63,30.4,59,44.3,4.5,9,731.0,0.0,1.0
2906,433.56,63,30.4,63,26.72,4.5,9,731.0,0.0,1.0
2907,515.34,63,30.4,63,71.59,4.5,9,731.0,0.0,1.0
2908,530.14,63,30.4,61,24.62,3.37,9,731.0,0.0,1.0
2909,569.97,63,30.4,61,29.28,5.62,9,731.0,0.0,1.0
2910,598.88,64,30.4,59,30.3,4.5,9,731.0,0.0,1.0
2911,568.81,64,30.4,62,26.42,6.75,9,731.0,0.0,1.0
2912,622.88,63,30.4,62,20.93,6.75,9,731.0,0.0,1.0
2913,641.7,64,30.4,54,16.66,3.37,9,731.0,0.0,1.0
2914,636.25,64,30.4,57,0.11,4.5,9,731.0,0.0,1.0
2915,685.03,64,30.4,55,14.04,5.62,9,731.0,0.0,1.0
2916,704.41,64,30.41,59,6.04,5.62,9,731.0,0.0,1.0
2917,758.55,64,30.41,60,38.3,4.5,9,731.0,0.0,1.0
2918,785.59,64,30.4,57,40.26,6.75,9,731.0,0.0,1.0
2919,788.41,64,30.41,59,42.69,4.5,9,731.0,0.0,1.0
2920,813.08,64,30.41,58,0.58,6.75,9,731.0,0.0,1.0
2921,788.29,65,30.41,54,2.25,6.75,9,731.0,0.0,1.0
2922,851.03,66,30.41,56,29.56,11.25,9,731.0,0.0,1.0
2923,869.89,66,30.41,39,1.25,6.75,9,731.0,0.0,1.0
2924,886.72,66,30.41,45,40.42,4.5,9,731.0,0.0,1.0
2925,901.56,66,30.41,42,359.92,9.0,9,731.0,0.0,1.0
2926,906.87,66,30.41,42,2.95,6.75,9,731.0,0.0,1.0
2927,931.33,66,30.41,43,336.44,7.87,9,731.0,0.0,1.0
2928,952.01,66,30.41,44,357.39,9.0,9,731.0,0.0,1.0
2929,960.54,66,30.41,37,13.29,6.75,9,731.0,0.0,1.0
2930,955.5,66,30.41,30,46.53,3.37,9,731.0,0.0,1.0
2931,992.23,66,30.42,33,33.5,6.75,9,731.0,0.0,1.0
2932,867.07,66,30.42,38,2.43,5.62,9,731.0,0.0,1.0
2933,900.21,65,30.42,26,11.4,4.5,9,731.0,0.0,1.0
